time (unix)	dt (s)	p (Pa)
1616582011.168	1.607	1247.67
1616582016.181	1.614	1247.15
1616582021.163	1.606	1246.59
1616582026.176	1.614	1245.99
1616582031.173	1.606	1245.42
1616582036.171	1.614	1244.81
1616582041.169	1.606	1244.18
1616582046.175	1.606	1243.46
1616582051.164	1.607	1242.65
1616582056.171	1.607	1242.17
1616582061.184	1.614	1241.63
1616582066.166	1.606	1241.02
1616582071.180	1.614	1240.49
1616582076.177	1.606	1239.89
1616582081.175	1.614	1239.43
1616582086.173	1.607	1239.07
1616582091.171	1.614	1238.62
1616582096.168	1.607	1238.15
1616582101.174	1.607	1237.75
1616582106.163	1.606	1237.05
1616582111.177	1.614	1236.49
1616582116.183	1.615	1236.06
1616582121.173	1.614	1235.48
1616582126.177	1.614	1235.06
1616582131.175	1.606	1234.62
1616582136.164	1.607	1234.13
1616582141.170	1.606	1233.62
1616582146.199	1.614	1232.74
1616582151.165	1.606	1232.23
1616582156.180	1.614	1231.83
1616582161.185	1.614	1231.39
1616582166.175	1.614	1231.01
1616582171.180	1.614	1230.44
1616582176.170	1.614	1229.91
1616582181.167	1.607	1229.32
1616582186.173	1.606	1229.01
1616582191.164	1.606	1228.62
1616582196.169	1.607	1228.16
1616582201.183	1.614	1227.68
1616582206.164	1.607	1227.21
1616582211.178	1.614	1226.98
1616582216.191	1.606	1226.60
1616582221.173	1.615	1226.27
1616582226.171	1.606	1225.78
1616582231.200	1.615	1225.33
1616582236.166	1.606	1225.00
1616582241.172	1.606	1224.80
1616582246.186	1.615	1224.42
1616582251.169	1.607	1223.98
1616582256.176	1.607	1223.46
1616582261.166	1.607	1222.99
1616582266.172	1.607	1222.37
1616582271.185	1.614	1221.80
1616582276.167	1.606	1221.38
1616582281.182	1.614	1220.97
1616582286.163	1.607	1220.47
1616582291.177	1.614	1220.18
1616582296.190	1.606	1219.80
1616582301.172	1.614	1219.39
1616582306.170	1.606	1219.00
1616582311.199	1.615	1218.89
1616582316.165	1.606	1218.51
1616582321.171	1.607	1218.17
1616582326.184	1.615	1217.80
1616582331.174	1.614	1217.48
1616582336.180	1.614	1217.30
1616582341.177	1.606	1216.81
1616582346.175	1.614	1216.22
1616582351.173	1.607	1215.91
1616582356.179	1.606	1215.43
1616582361.169	1.607	1215.37
1616582366.175	1.606	1214.99
1616582371.165	1.606	1214.62
1616582376.172	1.606	1214.35
1616582381.186	1.614	1214.19
1616582386.167	1.607	1213.79
1616582391.181	1.614	1213.38
1616582396.163	1.606	1213.21
1616582401.176	1.614	1212.82
1616582406.182	1.614	1212.22
1616582411.172	1.614	1211.84
1616582416.169	1.607	1211.44
1616582421.175	1.606	1211.12
1616582426.165	1.607	1210.80
1616582431.170	1.607	1210.38
1616582436.192	1.607	1209.95
1616582441.165	1.607	1209.56
1616582446.180	1.614	1209.38
1616582451.177	1.607	1208.99
1616582456.175	1.614	1208.69
1616582461.172	1.607	1208.36
1616582466.178	1.607	1208.13
1616582471.167	1.606	1207.65
1616582476.173	1.606	1207.49
1616582481.187	1.614	1207.34
1616582486.176	1.614	1206.91
1616582491.182	1.614	1206.70
1616582496.172	1.615	1206.38
1616582501.178	1.615	1206.26
1616582506.176	1.607	1205.82
1616582511.175	1.614	1205.50
1616582516.173	1.606	1205.20
1616582521.178	1.606	1205.00
1616582526.169	1.607	1204.85
1616582531.174	1.607	1204.61
1616582536.163	1.606	1204.38
1616582541.170	1.606	1204.14
1616582546.191	1.607	1203.79
1616582551.165	1.607	1203.64
1616582556.179	1.614	1203.24
1616582561.185	1.614	1203.00
1616582566.174	1.615	1202.80
1616582571.171	1.606	1202.59
1616582576.178	1.607	1202.24
1616582581.168	1.607	1202.17
1616582586.174	1.607	1201.32
1616582591.162	1.607	1201.16
1616582596.168	1.607	1200.98
1616582601.182	1.615	1200.63
1616582606.164	1.606	1200.28
1616582611.178	1.614	1200.18
1616582616.176	1.607	1199.78
1616582621.174	1.615	1199.69
1616582626.179	1.614	1199.39
1616582631.178	1.607	1199.25
1616582636.176	1.615	1199.11
1616582641.174	1.607	1198.85
1616582646.164	1.607	1198.52
1616582651.170	1.607	1198.30
1616582656.200	1.614	1197.91
1616582661.166	1.606	1197.72
1616582666.172	1.607	1197.69
1616582671.187	1.614	1197.32
1616582676.169	1.607	1196.97
1616582681.183	1.615	1196.94
1616582686.165	1.606	1196.91
1616582691.179	1.615	1196.67
1616582696.185	1.614	1196.48
1616582701.175	1.614	1196.32
1616582706.182	1.614	1196.11
1616582711.171	1.615	1195.92
1616582716.178	1.614	1195.70
1616582721.184	1.614	1195.42
1616582726.174	1.615	1195.37
1616582731.182	1.614	1195.27
1616582736.172	1.614	1194.97
1616582741.179	1.615	1194.70
1616582746.185	1.615	1194.51
1616582751.175	1.615	1194.36
1616582756.172	1.607	1194.11
1616582761.177	1.607	1194.09
1616582766.167	1.607	1193.75
1616582771.174	1.606	1193.72
1616582776.163	1.607	1193.34
1616582781.169	1.606	1193.40
1616582786.183	1.615	1193.17
1616582791.165	1.607	1192.91
1616582796.178	1.615	1192.60
1616582801.176	1.607	1192.49
1616582806.174	1.614	1192.38
1616582811.171	1.607	1192.14
1616582816.178	1.607	1192.03
1616582821.167	1.606	1191.73
1616582826.174	1.606	1191.69
1616582831.164	1.607	1190.97
1616582836.170	1.607	1190.91
1616582841.200	1.614	1190.51
1616582846.167	1.607	1190.40
1616582851.173	1.606	1190.31
1616582856.186	1.615	1190.19
1616582861.176	1.614	1190.07
1616582866.181	1.615	1189.73
1616582871.171	1.615	1189.71
1616582876.177	1.615	1189.63
1616582881.199	1.615	1189.35
1616582886.172	1.614	1189.25
1616582891.172	1.606	1189.01
1616582896.177	1.607	1188.91
1616582901.166	1.606	1188.89
1616582906.172	1.607	1188.76
1616582911.185	1.615	1188.49
1616582916.167	1.607	1188.40
1616582921.182	1.614	1188.11
1616582926.165	1.606	1188.07
1616582931.179	1.614	1187.89
1616582936.185	1.614	1187.71
1616582941.175	1.614	1187.65
1616582946.181	1.614	1187.31
1616582951.179	1.606	1187.07
1616582956.168	1.607	1186.88
1616582961.174	1.606	1186.91
1616582966.164	1.607	1186.58
1616582971.170	1.606	1186.50
1616582976.176	1.606	1186.39
1616582981.165	1.606	1186.49
1616582986.172	1.606	1186.24
1616582991.185	1.614	1185.93
1616582996.167	1.606	1185.73
1616583001.181	1.614	1185.71
1616583006.170	1.615	1185.58
1616583011.175	1.614	1185.52
1616583016.174	1.607	1185.49
1616583021.172	1.614	1185.31
1616583026.170	1.607	1185.30
1616583031.191	1.607	1185.19
1616583036.165	1.606	1184.91
1616583041.171	1.606	1184.89
1616583046.185	1.615	1184.84
1616583051.174	1.614	1184.71
1616583056.181	1.614	1184.83
1616583061.178	1.606	1184.56
1616583066.176	1.614	1184.51
1616583071.173	1.607	1184.44
1616583076.163	1.606	1184.20
1616583081.168	1.607	1184.11
1616583086.174	1.607	1184.11
1616583091.164	1.607	1183.82
1616583096.178	1.615	1184.05
1616583101.183	1.614	1183.92
1616583106.241	1.609	1183.71
1616583111.178	1.614	1183.70
1616583116.177	1.606	1183.64
1616583121.166	1.606	1183.42
1616583126.172	1.607	1183.30
1616583131.178	1.606	1183.28
1616583136.168	1.607	1182.91
1616583141.174	1.607	1182.93
1616583146.164	1.607	1182.91
1616583151.170	1.607	1182.90
1616583156.184	1.614	1182.51
1616583161.174	1.615	1182.55
1616583166.179	1.615	1182.49
1616583171.186	1.614	1182.31
1616583176.174	1.615	1182.12
1616583181.172	1.606	1182.11
1616583186.180	1.607	1181.97
1616583191.179	1.615	1181.69
1616583196.177	1.607	1181.70
1616583201.176	1.614	1181.69
1616583206.172	1.607	1181.64
1616583211.179	1.606	1181.54
1616583216.168	1.607	1181.30
1616583221.174	1.607	1181.19
1616583226.164	1.606	1180.75
1616583231.177	1.615	1180.54
1616583236.184	1.615	1180.82
1616583241.166	1.607	1180.52
1616583246.180	1.614	1180.26
1616583251.178	1.606	1180.12
1616583256.176	1.615	1180.21
1616583261.173	1.607	1180.06
1616583266.179	1.607	1180.04
1616583271.169	1.607	1179.86
1616583276.174	1.606	1179.89
1616583281.164	1.607	1179.70
1616583286.172	1.607	1179.55
1616583291.185	1.614	1179.40
1616583296.166	1.607	1179.31
1616583301.180	1.615	1179.31
1616583306.163	1.607	1179.30
1616583311.170	1.607	1179.31
1616583316.192	1.607	1179.08
1616583321.174	1.615	1179.15
1616583326.179	1.614	1179.02
1616583331.177	1.607	1178.90
1616583336.175	1.614	1178.90
1616583341.173	1.606	1178.71
1616583346.170	1.614	1178.76
1616583351.169	1.606	1178.57
1616583356.175	1.607	1178.62
1616583361.165	1.607	1178.70
1616583366.171	1.607	1178.52
1616583371.177	1.606	1178.49
1616583376.166	1.607	1178.52
1616583381.180	1.615	1178.51
1616583386.177	1.607	1178.48
1616583391.175	1.614	1178.25
1616583396.173	1.607	1178.10
1616583401.179	1.607	1178.11
1616583406.168	1.607	1178.10
1616583411.198	1.615	1178.10
1616583416.164	1.606	1178.20
1616583421.169	1.607	1178.07
1616583426.184	1.615	1178.06
1616583431.166	1.607	1177.74
1616583436.180	1.615	1177.70
1616583441.163	1.606	1177.70
1616583446.176	1.614	1177.69
1616583451.181	1.615	1177.70
1616583456.172	1.614	1177.63
1616583461.179	1.615	1177.54
1616583466.176	1.607	1177.29
1616583471.174	1.615	1177.26
1616583476.172	1.607	1177.27
1616583481.177	1.606	1177.22
1616583486.166	1.607	1177.25
1616583491.180	1.615	1177.10
1616583496.186	1.615	1177.21
1616583501.169	1.607	1176.99
1616583506.182	1.615	1176.89
1616583511.171	1.614	1176.88
1616583516.177	1.614	1176.88
1616583521.175	1.606	1176.64
1616583526.164	1.607	1176.49
1616583531.171	1.607	1176.49
1616583536.177	1.607	1176.49
1616583541.167	1.606	1176.49
1616583546.173	1.607	1176.50
1616583551.187	1.615	1176.49
1616583556.168	1.607	1176.36
1616583561.182	1.615	1176.44
1616583566.171	1.614	1176.24
1616583571.168	1.607	1176.19
1616583576.176	1.606	1176.10
1616583581.173	1.615	1176.10
1616583586.171	1.606	1176.06
1616583591.177	1.607	1176.09
1616583596.168	1.607	1176.02
1616583601.174	1.606	1175.90
1616583606.187	1.615	1176.09
1616583611.169	1.607	1176.07
1616583616.183	1.614	1175.87
1616583621.164	1.606	1175.87
1616583626.178	1.614	1175.69
1616583631.191	1.607	1175.69
1616583636.173	1.615	1175.65
1616583641.170	1.607	1175.63
1616583646.178	1.606	1175.66
1616583651.177	1.615	1175.32
1616583656.174	1.607	1175.37
1616583661.172	1.614	1175.26
1616583666.169	1.607	1175.29
1616583671.175	1.607	1175.29
1616583676.164	1.607	1175.29
1616583681.179	1.614	1175.26
1616583686.185	1.614	1175.29
1616583691.174	1.615	1175.48
1616583696.181	1.615	1175.30
1616583701.170	1.614	1175.26
1616583706.176	1.615	1175.03
1616583711.174	1.607	1174.89
1616583716.172	1.615	1174.90
1616583721.170	1.607	1174.97
1616583726.200	1.615	1174.89
1616583731.165	1.607	1174.89
1616583736.171	1.607	1174.89
1616583741.185	1.614	1174.70
1616583746.168	1.607	1174.70
1616583751.180	1.615	1174.67
1616583756.171	1.614	1174.53
1616583761.176	1.614	1174.50
1616583766.173	1.607	1174.50
1616583771.162	1.607	1174.49
1616583776.169	1.607	1174.49
1616583781.174	1.607	1174.26
1616583786.166	1.606	1174.29
1616583791.171	1.606	1174.13
1616583796.185	1.615	1174.19
1616583801.168	1.606	1174.34
1616583806.181	1.614	1174.12
1616583811.163	1.606	1174.09
1616583816.176	1.614	1174.11
1616583821.182	1.614	1174.15
1616583826.172	1.614	1174.09
1616583831.179	1.614	1174.02
1616583836.177	1.606	1174.09
1616583841.166	1.607	1173.96
1616583846.173	1.606	1174.10
1616583851.172	1.614	1173.74
1616583856.170	1.607	1173.72
1616583861.200	1.614	1173.69
1616583866.166	1.606	1173.70
1616583871.171	1.606	1173.69
1616583876.178	1.606	1173.69
1616583881.168	1.606	1173.70
1616583886.182	1.615	1173.70
1616583891.164	1.606	1173.70
1616583896.177	1.614	1173.78
1616583901.192	1.607	1173.70
1616583906.173	1.615	1173.83
1616583911.179	1.614	1173.69
1616583916.186	1.614	1173.70
1616583921.177	1.614	1173.68
1616583926.175	1.607	1173.70
1616583931.174	1.615	1173.61
1616583936.181	1.614	1173.40
1616583941.171	1.615	1173.30
1616583946.177	1.614	1173.30
1616583951.198	1.614	1173.32
1616583956.164	1.607	1173.29
1616583961.170	1.607	1173.30
1616583966.199	1.614	1173.30
1616583971.165	1.607	1173.30
1616583976.171	1.606	1173.30
1616583981.185	1.614	1173.30
1616583986.167	1.606	1173.31
1616583991.180	1.614	1173.30
1616583996.177	1.607	1173.16
1616584001.175	1.614	1173.07
1616584006.174	1.607	1173.17
1616584011.172	1.615	1173.12
1616584016.171	1.606	1173.16
1616584021.177	1.606	1173.18
1616584026.167	1.606	1172.99
1616584031.173	1.607	1173.11
1616584036.172	1.615	1172.95
1616584041.171	1.606	1172.90
1616584046.200	1.614	1173.03
1616584051.167	1.606	1173.14
1616584056.173	1.606	1172.98
1616584061.186	1.614	1172.91
1616584066.167	1.607	1172.89
1616584071.182	1.614	1172.89
1616584076.171	1.615	1172.91
1616584081.176	1.615	1172.85
1616584086.174	1.607	1172.81
1616584091.171	1.614	1172.67
1616584096.168	1.607	1172.49
1616584101.175	1.606	1172.49
1616584106.165	1.606	1172.51
1616584111.177	1.614	1172.50
1616584116.183	1.615	1172.50
1616584121.174	1.615	1172.59
1616584126.180	1.614	1172.52
1616584131.170	1.614	1172.45
1616584136.176	1.614	1172.50
1616584141.174	1.606	1172.49
1616584146.171	1.615	1172.48
1616584151.169	1.606	1172.50
1616584156.174	1.606	1172.50
1616584161.165	1.606	1172.37
1616584166.171	1.607	1172.37
1616584171.183	1.615	1172.48
1616584176.166	1.607	1172.50
1616584181.179	1.614	1172.50
1616584186.176	1.606	1172.40
1616584191.166	1.607	1172.32
1616584196.172	1.606	1172.27
1616584201.178	1.606	1172.47
1616584206.169	1.607	1172.38
1616584211.175	1.607	1172.13
1616584216.165	1.606	1172.12
1616584221.171	1.607	1172.09
1616584226.178	1.607	1172.10
1616584231.168	1.606	1172.10
1616584236.174	1.607	1172.09
1616584241.163	1.607	1172.10
1616584246.177	1.615	1172.11
1616584251.191	1.606	1172.09
1616584256.173	1.614	1172.10
1616584261.179	1.614	1172.10
1616584266.186	1.615	1172.10
1616584271.176	1.615	1171.89
1616584276.182	1.614	1171.96
1616584281.171	1.614	1171.71
1616584286.170	1.607	1171.88
1616584291.176	1.606	1171.96
1616584296.165	1.607	1172.10
1616584301.171	1.606	1172.07
1616584306.184	1.614	1172.07
1616584311.166	1.606	1172.01
1616584316.179	1.614	1171.79
1616584321.177	1.606	1171.70
1616584326.174	1.615	1171.69
1616584331.171	1.607	1171.69
1616584336.177	1.607	1171.74
1616584341.167	1.606	1171.69
1616584346.173	1.606	1171.69
1616584351.187	1.614	1171.70
1616584356.169	1.607	1171.76
1616584361.182	1.614	1171.70
1616584366.172	1.614	1171.77
1616584371.178	1.615	1171.69
1616584376.176	1.607	1171.70
1616584381.174	1.614	1171.70
1616584386.170	1.607	1171.70
1616584391.176	1.607	1171.62
1616584396.166	1.606	1171.69
1616584401.171	1.607	1171.69
1616584406.186	1.614	1171.59
1616584411.175	1.615	1171.70
1616584416.181	1.615	1171.70
1616584421.171	1.614	1171.67
1616584426.177	1.615	1171.70
1616584431.174	1.607	1171.68
1616584436.172	1.615	1171.63
1616584441.171	1.606	1171.61
1616584446.177	1.607	1171.55
1616584451.167	1.606	1171.45
1616584456.173	1.607	1171.55
1616584461.188	1.615	1171.56
1616584466.169	1.606	1171.63
1616584471.191	1.606	1171.51
1616584476.164	1.607	1171.31
1616584481.178	1.614	1171.30
1616584486.183	1.614	1171.30
1616584491.173	1.614	1171.30
1616584496.171	1.607	1171.48
1616584501.177	1.606	1171.37
1616584506.166	1.606	1171.30
1616584511.173	1.606	1171.31
1616584516.186	1.615	1171.31
1616584521.168	1.607	1171.29
1616584526.182	1.614	1171.29
1616584531.164	1.607	1171.30
1616584536.177	1.615	1171.29
1616584541.191	1.606	1171.30
1616584546.173	1.614	1171.29
1616584551.170	1.606	1171.30
1616584556.200	1.614	1171.28
1616584561.166	1.606	1171.29
1616584566.173	1.607	1171.29
1616584571.186	1.615	1171.28
1616584576.167	1.607	1171.28
1616584581.181	1.614	1171.26
1616584586.163	1.606	1171.29
1616584591.177	1.615	1171.20
1616584596.191	1.607	1171.08
1616584601.172	1.614	1170.95
1616584606.170	1.606	1170.90
1616584611.199	1.614	1171.19
1616584616.165	1.606	1171.05
1616584621.170	1.606	1171.16
1616584626.192	1.606	1170.99
1616584631.166	1.606	1170.91
1616584636.180	1.614	1170.94
1616584641.177	1.606	1170.90
1616584646.175	1.615	1170.89
1616584651.173	1.606	1170.88
1616584656.171	1.615	1170.90
1616584661.178	1.615	1170.88
1616584666.176	1.607	1170.89
1616584671.166	1.606	1170.89
1616584676.172	1.606	1170.88
1616584681.178	1.606	1170.83
1616584686.168	1.606	1170.88
1616584691.174	1.607	1170.89
1616584696.163	1.606	1170.90
1616584701.177	1.615	1170.89
1616584706.192	1.607	1170.90
1616584711.173	1.615	1170.88
1616584716.179	1.615	1170.90
1616584721.186	1.614	1170.89
1616584726.175	1.615	1170.88
1616584731.173	1.607	1170.97
1616584736.178	1.607	1170.95
1616584741.168	1.606	1170.88
1616584746.173	1.607	1170.89
1616584751.187	1.614	1170.47
1616584756.169	1.607	1170.76
1616584761.191	1.606	1170.82
1616584766.172	1.615	1170.81
1616584771.179	1.614	1170.87
1616584776.176	1.607	1170.89
1616584781.173	1.615	1170.71
1616584786.172	1.606	1170.88
1616584791.177	1.607	1170.89
1616584796.167	1.607	1170.88
1616584801.172	1.607	1170.92
1616584806.186	1.614	1170.89
1616584811.175	1.615	1170.89
1616584816.182	1.614	1170.85
1616584821.171	1.614	1170.66
1616584826.177	1.615	1170.84
1616584831.175	1.606	1170.71
1616584836.173	1.614	1170.84
1616584841.171	1.606	1170.59
1616584846.200	1.615	1170.71
1616584851.167	1.607	1170.28
1616584856.174	1.606	1170.27
1616584861.164	1.607	1170.23
1616584866.169	1.606	1170.61
1616584871.191	1.606	1170.74
1616584876.165	1.607	1170.67
1616584881.179	1.614	1170.29
1616584886.176	1.607	1170.41
1616584891.174	1.614	1170.25
1616584896.171	1.607	1170.33
1616584901.176	1.606	1170.59
1616584906.166	1.606	1170.87
1616584911.171	1.606	1170.34
1616584916.185	1.614	1170.58
1616584921.168	1.606	1170.57
1616584926.181	1.615	1170.22
1616584931.170	1.614	1170.29
1616584936.176	1.614	1170.36
1616584941.174	1.606	1170.42
1616584946.172	1.614	1170.85
1616584951.169	1.607	1170.86
1616584956.174	1.606	1170.64
1616584961.164	1.606	1170.42
1616584966.170	1.606	1170.35
1616584971.192	1.606	1170.56
1616584976.174	1.614	1170.19
1616584981.181	1.614	1170.10
1616584986.171	1.614	1170.35
1616584991.176	1.614	1170.52
1616584996.173	1.606	1170.09
1616585001.164	1.607	1170.09
1616585006.169	1.606	1170.09
1616585011.175	1.607	1170.09
1616585016.165	1.607	1170.54
1616585021.171	1.607	1170.73
1616585026.185	1.614	1170.72
1616585031.167	1.607	1170.30
1616585036.180	1.614	1170.34
1616585041.163	1.606	1170.24
1616585046.177	1.615	1170.23
1616585051.191	1.606	1170.13
1616585056.173	1.614	1170.51
1616585061.179	1.614	1170.85
1616585066.176	1.606	1170.68
1616585071.166	1.606	1170.28
1616585076.171	1.607	1170.16
1616585081.178	1.606	1170.09
1616585086.167	1.607	1170.32
1616585091.181	1.614	1170.51
1616585096.162	1.606	1170.56
1616585101.175	1.615	1170.40
1616585106.173	1.606	1170.60
1616585111.171	1.614	1170.50
1616585116.168	1.607	1170.10
1616585121.174	1.606	1170.19
1616585126.164	1.607	1170.15
1616585131.169	1.607	1170.74
1616585136.191	1.606	1170.56
1616585141.165	1.607	1170.58
1616585146.178	1.615	1170.67
1616585151.175	1.607	1170.88
1616585156.165	1.607	1170.89
1616585161.171	1.606	1170.89
1616585166.177	1.606	1170.90
1616585171.166	1.606	1170.92
1616585176.173	1.606	1170.89
1616585181.163	1.606	1170.95
1616585186.176	1.614	1171.11
1616585191.181	1.615	1171.29
1616585196.171	1.614	1171.29
1616585201.177	1.614	1171.58
1616585206.191	1.607	1171.71
1616585211.173	1.615	1171.69
1616585216.180	1.614	1171.84
1616585221.177	1.607	1172.09
1616585226.167	1.606	1172.10
1616585231.173	1.607	1172.13
1616585236.187	1.615	1172.22
1616585241.169	1.607	1172.52
1616585246.182	1.615	1172.66
1616585251.164	1.606	1172.85
1616585256.177	1.615	1172.90
1616585261.191	1.607	1172.91
1616585266.172	1.615	1173.29
1616585271.171	1.606	1173.31
1616585276.176	1.607	1173.54
1616585281.166	1.606	1173.55
1616585286.171	1.607	1173.77
1616585291.186	1.614	1174.09
1616585296.168	1.607	1174.14
1616585301.181	1.615	1174.36
1616585306.163	1.607	1174.50
1616585311.177	1.615	1174.54
1616585316.183	1.614	1174.73
1616585321.172	1.614	1175.27
1616585326.169	1.607	1175.35
1616585331.199	1.615	1175.68
1616585336.164	1.606	1175.68
1616585341.170	1.606	1175.97
1616585346.184	1.615	1176.09
1616585351.166	1.607	1176.37
1616585356.180	1.615	1176.55
1616585361.177	1.607	1176.90
1616585366.176	1.614	1177.20
1616585371.182	1.615	1177.29
1616585376.173	1.615	1177.55
1616585381.170	1.607	1177.78
1616585386.200	1.615	1178.10
1616585391.165	1.607	1178.42
1616585396.171	1.607	1178.57
1616585401.185	1.615	1178.68
1616585406.166	1.607	1179.09
1616585411.180	1.615	1179.43
1616585416.187	1.614	1179.51
1616585421.177	1.615	1179.93
1616585426.182	1.615	1180.41
1616585431.171	1.615	1181.00
1616585436.169	1.606	1181.29
1616585441.174	1.606	1181.70
1616585446.164	1.607	1182.04
1616585451.169	1.607	1182.60
1616585456.191	1.606	1183.03
1616585461.165	1.606	1183.31
1616585466.178	1.615	1183.71
1616585471.176	1.607	1183.93
1616585476.174	1.614	1184.36
1616585481.172	1.606	1184.78
1616585486.177	1.606	1184.96
1616585491.166	1.607	1185.30
1616585496.172	1.606	1185.82
1616585501.186	1.614	1185.84
1616585506.175	1.615	1186.40
1616585511.181	1.615	1186.74
1616585516.171	1.615	1187.13
1616585521.177	1.615	1187.65
1616585526.199	1.615	1188.07
1616585531.164	1.607	1188.52
1616585536.171	1.607	1189.04
1616585541.176	1.607	1189.45
1616585546.166	1.607	1189.84
1616585551.172	1.606	1190.35
1616585556.186	1.614	1190.74
1616585561.169	1.606	1191.37
1616585566.184	1.614	1192.16
1616585571.164	1.607	1192.54
1616585576.177	1.615	1193.17
1616585581.198	1.614	1193.53
1616585586.163	1.606	1194.16
1616585591.168	1.606	1194.56
1616585596.182	1.615	1194.94
1616585601.164	1.607	1195.39
1616585606.178	1.615	1195.85
1616585611.184	1.615	1196.21
1616585616.174	1.614	1196.72
1616585621.180	1.614	1197.30
1616585626.170	1.614	1197.85
1616585631.176	1.615	1198.26
1616585636.174	1.607	1198.79
1616585641.173	1.614	1199.42
1616585646.170	1.607	1199.78
1616585651.176	1.606	1200.30
1616585656.166	1.607	1200.92
1616585661.172	1.607	1201.59
1616585666.184	1.615	1202.38
1616585671.174	1.614	1202.97
1616585676.180	1.615	1203.55
1616585681.177	1.606	1203.97
1616585686.166	1.607	1204.59
1616585691.172	1.607	1205.03
1616585696.177	1.606	1205.43
1616585701.168	1.606	1205.84
1616585706.174	1.606	1206.38
1616585711.164	1.607	1207.18
1616585716.177	1.614	1207.73
1616585721.183	1.614	1208.25
1616585726.172	1.614	1208.95
1616585731.178	1.615	1209.59
1616585736.174	1.607	1210.19
1616585741.175	1.612	1210.90
1616585746.172	1.607	1211.55
1616585751.177	1.606	1211.92
1616585756.167	1.606	1212.88
1616585761.180	1.614	1213.47
1616585766.186	1.615	1213.94
1616585771.177	1.614	1214.65
1616585776.182	1.615	1215.13
1616585781.172	1.614	1215.57
1616585786.178	1.614	1216.19
1616585791.176	1.607	1216.78
1616585796.173	1.615	1217.69
1616585801.172	1.607	1218.24
1616585806.178	1.607	1218.84
1616585811.167	1.606	1219.28
1616585816.173	1.606	1219.92
1616585821.187	1.614	1220.51
1616585826.169	1.607	1221.30
1616585831.183	1.614	1221.78
1616585836.172	1.615	1222.85
1616585841.178	1.614	1223.72
1616585846.175	1.606	1224.21
1616585851.173	1.614	1224.88
1616585856.171	1.607	1225.67
1616585861.176	1.607	1226.45
1616585866.165	1.607	1227.06
1616585871.172	1.607	1227.45
1616585876.186	1.615	1228.18
1616585881.168	1.606	1228.76
1616585886.181	1.615	1229.66
1616585891.171	1.614	1230.17
1616585896.178	1.615	1230.87
1616585901.175	1.606	1231.65
1616585906.175	1.615	1232.30
1616585911.172	1.607	1233.58
1616585916.178	1.606	1234.17
1616585921.167	1.606	1234.79
1616585926.172	1.607	1235.33
1616585931.186	1.614	1235.99
1616585936.168	1.607	1236.79
1616585941.181	1.615	1237.53
1616585946.170	1.615	1238.33
1616585951.176	1.615	1238.98
1616585956.174	1.607	1239.53
1616585961.172	1.614	1240.30
1616585966.170	1.607	1240.89
1616585971.199	1.615	1241.77
1616585976.165	1.606	1242.53
1616585981.171	1.606	1243.36
1616585986.184	1.614	1244.25
1616585991.174	1.614	1245.02
1616585996.171	1.607	1245.85
1616586001.177	1.606	1246.47
1616586006.166	1.606	1247.21
1616586011.171	1.606	1247.89
1616586016.185	1.615	1248.82
1616586021.166	1.606	1249.43
1616586026.179	1.615	1250.28
1616586031.185	1.615	1250.89
1616586036.175	1.615	1251.76
1616586041.174	1.607	1252.68
1616586046.171	1.615	1253.32
1616586051.178	1.614	1254.36
1616586056.175	1.607	1255.07
1616586061.165	1.607	1255.81
1616586066.172	1.607	1256.50
1616586071.177	1.607	1257.33
1616586076.167	1.607	1258.11
1616586081.181	1.615	1258.90
1616586086.164	1.607	1259.68
1616586091.177	1.614	1260.38
1616586096.190	1.606	1261.30
1616586101.172	1.615	1262.21
1616586106.179	1.615	1262.80
1616586111.176	1.607	1263.41
1616586116.174	1.615	1264.28
1616586121.172	1.606	1265.39
1616586126.178	1.607	1266.14
1616586131.168	1.607	1267.09
1616586136.175	1.606	1267.89
1616586141.165	1.606	1268.80
1616586146.170	1.607	1269.59
1616586151.183	1.614	1270.31
1616586156.166	1.606	1270.95
1616586161.180	1.615	1271.80
1616586166.163	1.606	1272.58
1616586171.176	1.615	1273.64
1616586176.182	1.615	1274.28
1616586181.171	1.615	1275.19
1616586186.178	1.615	1276.32
1616586191.175	1.607	1277.18
1616586196.164	1.607	1278.10
1616586201.171	1.607	1278.76
1616586206.177	1.606	1279.48
1616586211.166	1.607	1280.39
1616586216.180	1.614	1281.07
1616586221.185	1.615	1282.09
1616586226.174	1.615	1282.81
1616586231.171	1.607	1283.83
1616586236.176	1.607	1284.56
1616586241.166	1.606	1285.44
1616586246.172	1.607	1286.52
1616586251.186	1.614	1287.22
1616586256.168	1.607	1288.07
1616586261.182	1.614	1288.91
1616586266.171	1.614	1289.94
1616586271.168	1.607	1290.83
1616586276.174	1.607	1291.35
1616586281.172	1.614	1292.40
1616586286.169	1.606	1293.36
1616586291.200	1.615	1294.20
1616586296.165	1.607	1294.96
1616586301.171	1.606	1295.61
1616586306.185	1.615	1296.73
1616586311.167	1.607	1297.54
1616586316.181	1.615	1298.59
1616586321.164	1.606	1299.63
1616586326.177	1.614	1300.32
1616586331.190	1.606	1301.26
1616586336.172	1.615	1302.22
1616586341.170	1.606	1303.11
1616586346.190	1.607	1304.03
1616586351.164	1.607	1304.61
1616586356.178	1.615	1305.49
1616586361.183	1.614	1306.38
1616586366.173	1.614	1307.49
1616586371.178	1.614	1308.24
