time (unix)	dt (s)	source (°C)
1616556860.538	0.126	3.8030
1616556871.547	0.132	3.7880
1616556882.539	0.124	3.7900
1616556893.545	0.130	3.7960
1616556904.533	0.127	3.7800
1616556915.556	0.150	3.7800
1616556926.539	0.133	3.7820
1616556937.531	0.125	3.7720
1616556948.530	0.124	3.7720
1616556959.541	0.129	3.7770
1616556970.554	0.149	3.7660
1616556981.538	0.131	3.7660
1616556992.532	0.120	3.7620
1616557003.526	0.109	3.7550
1616557014.531	0.119	3.7600
1616557025.532	0.118	3.7530
1616557036.563	0.150	3.7500
1616557047.530	0.116	3.7500
1616557058.525	0.119	3.7470
1616557069.531	0.125	3.7440
1616557080.554	0.147	3.7400
1616557091.556	0.144	3.7380
1616557102.532	0.119	3.7360
1616557113.532	0.116	3.7320
1616557124.522	0.109	3.7390
1616557135.531	0.114	3.7330
1616557146.517	0.111	3.7220
1616557168.499	0.093	3.7280
1616557179.525	0.113	3.7230
1616557190.526	0.114	3.7170
1616557201.522	0.116	3.7220
1616557212.517	0.105	3.7150
1616557223.524	0.112	3.7110
1616557234.548	0.135	3.7170
1616557245.516	0.103	3.7130
1616557256.547	0.134	3.7070
1616557267.547	0.134	3.7060
1616557278.522	0.109	3.7080
1616557289.529	0.114	3.7090
1616557300.539	0.133	3.6950
1616557311.506	0.100	3.7070
1616557322.540	0.128	3.6960
1616557333.540	0.128	3.6950
1616557344.515	0.101	3.7010
1616557355.516	0.101	3.6970
1616557366.538	0.126	3.6940
1616557377.514	0.100	3.6950
1616557388.518	0.111	3.6940
1616557399.532	0.126	3.6960
1616557410.508	0.102	3.6900
1616557421.540	0.134	3.6900
1616557432.538	0.132	3.6870
1616557443.506	0.100	3.6940
1616557454.510	0.097	3.6790
1616557465.533	0.120	3.6890
1616557476.508	0.094	3.6860
1616557487.539	0.126	3.6790
1616557498.507	0.095	3.6840
1616557509.538	0.125	3.6790
1616557520.531	0.116	3.6740
1616557531.554	0.140	3.6820
1616557542.555	0.139	3.6750
1616557553.529	0.113	3.6710
1616557564.532	0.126	3.6740
1616557575.507	0.101	3.6770
1616557586.523	0.118	3.6720
1616557597.500	0.093	3.6680
1616557608.523	0.117	3.6730
1616557619.506	0.100	3.6680
1616557630.549	0.136	3.6680
1616557641.501	0.089	3.6680
1616557652.526	0.112	3.6730
1616557663.524	0.110	3.6680
1616557674.548	0.135	3.6660
1616557685.501	0.085	3.6630
1616557696.547	0.133	3.6680
1616557707.521	0.107	3.6630
1616557718.547	0.142	3.6630
1616557729.499	0.093	3.6580
1616557740.500	0.087	3.6590
1616557751.541	0.124	3.6630
1616557762.522	0.109	3.6580
1616557773.498	0.084	3.6580
1616557784.493	0.086	3.6560
1616557795.516	0.110	3.6630
1616557806.538	0.133	3.6500
1616557817.537	0.131	3.6550
1616557828.516	0.104	3.6580
1616557839.493	0.075	3.6520
1616557850.535	0.128	3.6520
1616557861.513	0.099	3.6520
1616557872.507	0.100	3.6520
1616557883.532	0.120	3.6570
1616557894.533	0.117	3.6470
1616557905.513	0.100	3.6510
1616557916.511	0.104	3.6520
1616557927.532	0.127	3.6500
1616557938.532	0.125	3.6520
1616557949.506	0.099	3.6550
1616557960.508	0.094	3.6500
1616557971.507	0.093	3.6520
1616557982.553	0.137	3.6490
1616557993.531	0.125	3.6470
1616558004.530	0.124	3.6490
1616558015.523	0.111	3.6470
1616558026.533	0.115	3.6460
1616558037.529	0.114	3.6470
1616558048.502	0.096	3.6470
1616558059.525	0.120	3.6520
1616558070.526	0.120	3.6460
1616558081.524	0.118	3.6470
1616558092.499	0.093	3.6470
1616558103.521	0.115	3.6520
1616558114.531	0.119	3.6410
1616558125.529	0.117	3.6470
1616558136.540	0.124	3.6420
1616558147.530	0.117	3.6410
1616558158.521	0.106	3.6410
1616558169.522	0.117	3.6470
1616558180.529	0.124	3.6470
1616558191.541	0.128	3.6470
1616558202.518	0.103	3.6450
1616558213.540	0.124	3.6380
1616558224.538	0.124	3.6430
1616558235.521	0.105	3.6470
1616558246.522	0.116	3.6410
1616558257.515	0.103	3.6360
1616558268.530	0.118	3.6450
1616558279.522	0.107	3.6350
1616558290.509	0.103	3.6410
1616558301.523	0.117	3.6460
1616558312.506	0.100	3.6330
1616558323.527	0.112	3.6380
1616558334.518	0.105	3.6410
1616558345.509	0.094	3.6390
1616558356.508	0.095	3.6360
1616558367.507	0.094	3.6410
1616558378.515	0.101	3.6390
1616558389.515	0.099	3.6360
1616558400.512	0.106	3.6380
1616558411.508	0.094	3.6360
1616558422.523	0.109	3.6370
1616558433.514	0.101	3.6380
1616558444.530	0.113	3.6400
1616558455.500	0.094	3.6360
1616558466.508	0.102	3.6400
1616558477.498	0.092	3.6390
1616558488.518	0.103	3.6360
1616558499.517	0.103	3.6370
1616558510.518	0.102	3.6360
1616558521.524	0.112	3.6360
1616558532.531	0.117	3.6380
1616558543.522	0.107	3.6380
1616558554.509	0.103	3.6400
1616558565.516	0.110	3.6360
1616558576.515	0.108	3.6310
1616558587.518	0.106	3.6400
1616558598.518	0.105	3.6330
1616558609.500	0.088	3.6350
1616558620.501	0.085	3.6310
1616558631.522	0.110	3.6310
1616558642.514	0.099	3.6360
1616558653.509	0.103	3.6330
1616558664.508	0.102	3.6300
1616558675.498	0.093	3.6340
1616558686.516	0.104	3.6330
1616558697.519	0.103	3.6350
1616558708.501	0.088	3.6310
1616558719.519	0.103	3.6310
1616558730.517	0.103	3.6360
1616558741.507	0.095	3.6340
1616558752.514	0.102	3.6310
1616558763.509	0.092	3.6360
1616558774.507	0.092	3.6280
1616558785.507	0.101	3.6360
1616558796.506	0.100	3.6300
1616558807.508	0.095	3.6330
1616558818.515	0.102	3.6360
1616558829.515	0.101	3.6280
1616558840.515	0.100	3.6310
1616558851.506	0.090	3.6300
1616558862.500	0.094	3.6310
1616558873.500	0.094	3.6360
1616558884.491	0.085	3.6300
1616558895.510	0.096	3.6310
1616558906.501	0.086	3.6330
1616558917.506	0.093	3.6310
1616558928.521	0.106	3.6300
1616558939.509	0.103	3.6300
1616558950.508	0.102	3.6310
1616558961.507	0.101	3.6300
1616558972.501	0.089	3.6310
1616558983.517	0.103	3.6260
1616558994.500	0.084	3.6330
1616559005.498	0.084	3.6330
1616559016.493	0.086	3.6260
1616559027.507	0.102	3.6310
1616559038.490	0.084	3.6300
1616559049.509	0.093	3.6300
1616559060.491	0.077	3.6280
1616559071.516	0.099	3.6310
1616559082.515	0.098	3.6360
1616559093.501	0.095	3.6330
1616559104.492	0.086	3.6410
1616559115.491	0.085	3.6460
1616559126.502	0.090	3.6490
1616559137.505	0.099	3.6550
1616559148.508	0.095	3.6620
1616559159.501	0.084	3.6680
1616559170.514	0.100	3.6740
1616559181.492	0.085	3.6850
1616559192.482	0.076	3.6900
1616559203.510	0.094	3.7000
1616559214.510	0.094	3.7070
1616559225.508	0.096	3.7170
1616559247.508	0.092	3.7380
1616559258.507	0.091	3.7460
1616559269.494	0.088	3.7660
1616559280.484	0.078	3.7770
1616559291.483	0.077	3.7870
1616559302.508	0.096	3.8010
1616559313.514	0.102	3.8190
1616559324.506	0.090	3.8360
1616559335.492	0.086	3.8410
1616559346.482	0.076	3.8650
1616559357.501	0.087	3.8820
1616559368.501	0.085	3.8910
1616559379.507	0.094	3.9160
1616559390.506	0.093	3.9340
1616559401.518	0.111	3.9490
1616559412.501	0.095	3.9750
1616559423.492	0.086	3.9880
1616559434.500	0.094	4.0020
1616559445.500	0.094	4.0310
1616559467.505	0.098	4.0680
1616559478.523	0.109	4.0900
1616559489.508	0.095	4.1030
1616559500.499	0.086	4.1350
1616559511.522	0.107	4.1520
1616559522.499	0.094	4.1750
1616559533.514	0.108	4.1980
1616559544.517	0.102	4.2200
1616559555.499	0.085	4.2490
1616559566.522	0.105	4.2630
1616559577.517	0.112	4.2910
1616559588.491	0.085	4.3170
1616559599.518	0.105	4.3350
1616559610.525	0.113	4.3640
1616559621.501	0.088	4.3910
1616559632.501	0.086	4.4100
1616559654.521	0.107	4.4730
1616559665.493	0.087	4.4920
1616559687.506	0.099	4.5470
1616559698.518	0.105	4.5700
1616559709.517	0.105	4.6040
1616559720.509	0.096	4.6260
1616559731.526	0.109	4.6490
1616559742.500	0.087	4.6860
1616559753.509	0.092	4.7050
1616559764.515	0.100	4.7360
1616559775.507	0.091	4.7660
1616559786.518	0.113	4.7930
1616559797.514	0.098	4.8290
1616559808.508	0.102	4.8420
1616559819.505	0.100	4.8820
1616559830.527	0.110	4.9110
1616559841.508	0.094	4.9290
1616559852.524	0.111	4.9710
1616559863.516	0.100	5.0030
1616559874.498	0.084	5.0150
1616559885.509	0.103	5.0630
1616559907.507	0.101	5.1110
1616559918.499	0.093	5.1560
1616559929.515	0.109	5.1640
1616559940.525	0.113	5.2120
1616559951.518	0.106	5.2400
1616559962.526	0.113	5.2550
1616559973.509	0.096	5.3060
1616559984.502	0.088	5.3210
1616559995.519	0.105	5.3570
1616560006.515	0.109	5.3960
1616560017.515	0.110	5.4110
1616560028.515	0.109	5.4580
1616560039.503	0.089	5.4830
1616560050.507	0.101	5.5010
1616560061.491	0.085	5.5490
1616560072.517	0.105	5.5690
1616560083.507	0.094	5.6030
1616560094.506	0.093	5.6500
1616560105.508	0.092	5.6530
1616560127.522	0.105	5.7310
1616560138.498	0.093	5.7490
1616560149.517	0.105	5.8100
1616560160.501	0.089	5.8180
1616560171.507	0.094	5.8590
1616560182.513	0.099	5.8990
1616560193.492	0.086	5.9080
1616560204.491	0.085	5.9590
1616560215.518	0.106	5.9870
1616560226.526	0.113	6.0110
1616560237.509	0.096	6.0580
1616560248.500	0.086	6.0770
1616560259.508	0.095	6.1100
1616560270.499	0.087	6.1530
1616560281.506	0.092	6.1650
1616560292.502	0.096	6.2130
1616560303.508	0.102	6.2410
1616560314.507	0.102	6.2700
1616560325.498	0.093	6.3140
1616560347.517	0.102	6.3740
1616560358.508	0.090	6.4040
1616560369.503	0.097	6.4270
1616560380.498	0.082	6.4760
1616560391.517	0.111	6.4970
1616560402.515	0.110	6.5270
1616560413.490	0.084	6.5790
1616560424.519	0.105	6.5870
1616560435.502	0.090	6.6380
1616560446.517	0.105	6.6680
1616560457.499	0.087	6.6840
1616560468.514	0.101	6.7430
1616560479.515	0.100	6.7570
1616560490.509	0.103	6.7900
1616560501.515	0.109	6.8360
1616560512.499	0.087	6.8510
1616560523.501	0.088	6.8980
1616560534.503	0.087	6.9270
1616560545.515	0.101	6.9450
1616560567.511	0.098	7.0150
1616560578.506	0.101	7.0540
1616560589.509	0.096	7.0910
1616560600.516	0.103	7.1070
1616560611.517	0.100	7.1620
1616560622.499	0.083	7.1760
1616560633.492	0.086	7.2110
1616560644.507	0.100	7.2560
1616560655.517	0.105	7.2670
1616560666.515	0.103	7.3240
1616560677.515	0.102	7.3410
1616560688.506	0.093	7.3670
1616560699.487	0.080	7.4190
1616560710.509	0.103	7.4230
1616560721.499	0.093	7.4760
1616560732.509	0.097	7.5090
1616560743.541	0.127	7.5240
1616560754.515	0.103	7.5770
1616560765.502	0.084	7.5920
1616560787.531	0.118	7.6690
1616560798.513	0.101	7.6830
1616560809.501	0.094	7.7350
1616560820.500	0.094	7.7570
1616560831.507	0.101	7.7800
1616560842.507	0.095	7.8330
1616560853.539	0.125	7.8450
1616560864.536	0.123	7.8860
1616560875.507	0.101	7.9200
1616560886.490	0.084	7.9340
1616560897.509	0.094	7.9930
1616560908.531	0.118	8.0070
1616560919.523	0.109	8.0370
1616560930.530	0.115	8.0880
1616560941.533	0.127	8.0990
1616560952.499	0.094	8.1400
1616560963.498	0.092	8.1710
1616560974.524	0.110	8.1920
1616560985.529	0.116	8.2380
1616561007.515	0.109	8.2940
1616561018.524	0.112	8.3310
1616561029.523	0.110	8.3480
1616561040.532	0.117	8.3860
1616561051.489	0.076	8.4240
1616561062.486	0.081	8.4400
1616561073.525	0.119	8.4860
1616561084.523	0.117	8.5140
1616561095.522	0.116	8.5350
1616561106.532	0.120	8.5800
1616561117.533	0.119	8.6070
1616561128.525	0.109	8.6270
1616561139.490	0.078	8.6730
1616561150.530	0.114	8.6910
1616561161.483	0.078	8.7250
1616561172.534	0.121	8.7590
1616561183.517	0.104	8.7830
1616561194.533	0.117	8.8180
1616561205.533	0.117	8.8530
1616561227.522	0.108	8.9130
1616561238.516	0.110	8.9380
1616561249.523	0.117	8.9690
1616561260.514	0.108	9.0050
1616561271.524	0.110	9.0220
1616561282.513	0.101	9.0670
1616561293.508	0.102	9.0990
1616561304.514	0.108	9.1080
1616561315.533	0.119	9.1660
1616561326.524	0.110	9.1780
1616561337.522	0.109	9.2110
1616561348.524	0.108	9.2550
1616561359.513	0.100	9.2650
1616561370.524	0.118	9.3130
1616561381.506	0.100	9.3310
1616561392.523	0.109	9.3650
1616561403.522	0.108	9.4030
1616561414.513	0.097	9.4180
1616561425.523	0.116	9.4600
1616561447.524	0.109	9.5050
1616561458.522	0.110	9.5570
1616561469.530	0.114	9.5760
1616561480.507	0.101	9.5950
1616561491.517	0.105	9.6460
1616561502.507	0.093	9.6540
1616561513.523	0.109	9.7030
1616561524.504	0.091	9.7250
1616561535.521	0.115	9.7410
1616561546.517	0.101	9.7960
1616561557.515	0.101	9.8010
1616561568.505	0.091	9.8490
1616561579.515	0.110	9.8750
1616561590.513	0.107	9.8860
1616561601.513	0.100	9.9460
1616561612.508	0.103	9.9520
1616561623.499	0.092	9.9800
1616561634.508	0.096	10.0340
1616561645.498	0.086	10.0350
1616561667.519	0.106	10.1020
1616561678.504	0.098	10.1280
1616561689.498	0.086	10.1770
1616561700.514	0.100	10.1800
1616561711.501	0.095	10.2290
1616561722.515	0.110	10.2500
1616561733.491	0.085	10.2700
1616561744.502	0.088	10.3150
1616561755.510	0.095	10.3290
1616561766.509	0.093	10.3680
1616561777.499	0.086	10.3950
1616561788.505	0.091	10.4130
1616561799.506	0.100	10.4500
1616561810.499	0.087	10.4760
1616561821.505	0.092	10.5020
1616561832.499	0.093	10.5410
1616561843.500	0.087	10.5530
1616561854.513	0.100	10.5960
1616561865.491	0.086	10.6240
1616561887.499	0.084	10.6930
1616561898.497	0.080	10.6960
1616561909.518	0.106	10.7310
1616561920.505	0.099	10.7730
1616561931.499	0.084	10.7710
1616561942.506	0.090	10.8260
1616561953.498	0.093	10.8450
1616561964.515	0.102	10.8600
1616561975.498	0.083	10.9110
1616561986.507	0.101	10.9200
1616561997.508	0.094	10.9500
1616562008.497	0.085	10.9910
1616562019.508	0.101	10.9920
1616562030.489	0.083	11.0450
1616562041.500	0.087	11.0660
1616562052.497	0.085	11.0810
1616562063.483	0.078	11.1270
1616562074.500	0.088	11.1390
1616562085.498	0.086	11.1690
1616562107.494	0.082	11.2180
1616562118.509	0.094	11.2560
1616562129.515	0.101	11.2790
1616562140.499	0.085	11.3030
1616562151.507	0.091	11.3440
1616562162.509	0.103	11.3480
1616562173.498	0.092	11.3960
1616562184.515	0.101	11.4160
1616562195.515	0.099	11.4280
1616562206.509	0.102	11.4840
1616562217.498	0.093	11.4890
1616562228.499	0.087	11.5210
1616562239.498	0.086	11.5590
1616562250.514	0.099	11.5650
1616562261.492	0.087	11.6090
1616562272.506	0.101	11.6320
1616562283.510	0.097	11.6500
1616562294.501	0.089	11.6880
1616562305.506	0.093	11.7000
1616562327.500	0.093	11.7650
1616562338.498	0.092	11.7790
1616562349.515	0.101	11.8280
1616562360.490	0.075	11.8380
1616562371.499	0.092	11.8630
1616562382.506	0.094	11.9060
1616562393.498	0.084	11.9070
1616562404.485	0.079	11.9490
1616562415.492	0.086	11.9750
1616562426.490	0.084	11.9910
1616562437.517	0.101	12.0410
1616562448.506	0.093	12.0480
1616562459.501	0.094	12.0760
1616562470.500	0.094	12.1110
1616562481.489	0.083	12.1230
1616562492.517	0.100	12.1670
1616562503.491	0.075	12.1750
1616562514.508	0.101	12.2080
1616562525.499	0.092	12.2420
1616562547.506	0.091	12.2960
1616562558.482	0.077	12.3060
1616562569.516	0.104	12.3380
1616562580.507	0.092	12.3660
1616562591.499	0.094	12.3820
1616562602.489	0.083	12.4240
1616562613.509	0.092	12.4360
1616562624.498	0.084	12.4620
1616562635.494	0.087	12.5020
1616562646.510	0.103	12.5050
1616562657.500	0.093	12.5460
1616562668.507	0.101	12.5670
1616562679.516	0.104	12.5820
1616562690.500	0.084	12.6270
1616562701.498	0.084	12.6340
1616562712.500	0.094	12.6680
1616562723.498	0.092	12.6950
1616562734.507	0.093	12.7080
1616562745.522	0.106	12.7510
1616562767.497	0.091	12.7900
1616562778.515	0.100	12.8260
1616562789.492	0.086	12.8340
1616562800.498	0.093	12.8720
1616562811.491	0.078	12.8980
1616562822.498	0.083	12.9040
1616562833.508	0.102	12.9590
1616562844.491	0.085	12.9610
1616562855.508	0.096	12.9980
1616562866.514	0.102	13.0260
1616562877.506	0.091	13.0330
1616562888.501	0.095	13.0740
1616562899.483	0.077	13.0920
1616562910.516	0.103	13.1120
1616562921.490	0.076	13.1480
1616562932.499	0.094	13.1620
1616562943.504	0.098	13.1930
1616562954.506	0.093	13.2160
1616562965.507	0.101	13.2330
1616562987.508	0.094	13.2810
1616562998.498	0.085	13.3140
1616563009.509	0.103	13.3420
1616563020.482	0.076	13.3500
1616563031.507	0.093	13.4030
1616563042.513	0.097	13.4050
1616563053.506	0.100	13.4340
1616563064.499	0.084	13.4710
1616563075.492	0.086	13.4660
1616563086.498	0.092	13.5200
1616563097.515	0.103	13.5300
1616563108.513	0.100	13.5500
1616563119.499	0.092	13.5880
1616563130.508	0.096	13.5960
1616563141.500	0.084	13.6340
1616563152.521	0.106	13.6550
1616563163.489	0.083	13.6640
1616563174.501	0.083	13.7170
1616563185.514	0.097	13.7140
1616563207.497	0.091	13.7850
1616563218.493	0.078	13.7810
1616563229.498	0.084	13.8280
1616563240.493	0.087	13.8410
1616563251.489	0.084	13.8590
1616563262.509	0.096	13.9040
1616563273.515	0.101	13.8980
1616563284.497	0.081	13.9420
1616563295.490	0.084	13.9680
1616563306.508	0.094	13.9700
1616563317.498	0.084	14.0240
1616563328.509	0.103	14.0240
1616563339.499	0.094	14.0480
1616563350.491	0.085	14.0920
1616563361.515	0.103	14.0830
1616563372.515	0.100	14.1350
1616563383.522	0.105	14.1450
1616563394.507	0.101	14.1630
1616563405.498	0.086	14.2000
1616563427.519	0.105	14.2330
1616563438.504	0.098	14.2670
1616563449.497	0.084	14.2740
1616563460.499	0.094	14.3160
1616563471.489	0.084	14.3220
1616563482.491	0.077	14.3520
1616563493.494	0.088	14.3830
1616563504.500	0.095	14.3870
1616563515.507	0.100	14.4300
1616563526.508	0.095	14.4390
1616563537.514	0.101	14.4660
1616563548.500	0.084	14.4920
1616563559.501	0.096	14.5080
1616563570.499	0.093	14.5400
1616563581.489	0.083	14.5540
1616563592.502	0.085	14.5760
1616563603.501	0.083	14.6050
1616563614.505	0.090	14.6200
1616563625.506	0.100	14.6520
1616563647.515	0.099	14.6900
1616563658.491	0.086	14.7170
1616563669.482	0.076	14.7300
1616563680.502	0.086	14.7610
1616563691.515	0.102	14.7810
1616563702.521	0.106	14.8030
1616563713.489	0.084	14.8350
1616563724.501	0.083	14.8360
1616563735.514	0.099	14.8790
1616563746.490	0.084	14.8890
1616563757.499	0.087	14.9120
1616563768.513	0.100	14.9490
1616563779.499	0.093	14.9490
1616563790.499	0.086	14.9880
1616563801.515	0.101	15.0030
1616563812.505	0.089	15.0220
1616563823.490	0.084	15.0550
1616563834.515	0.101	15.0660
1616563845.513	0.097	15.1000
1616563867.503	0.097	15.1330
1616563878.522	0.106	15.1600
1616563889.508	0.102	15.1770
1616563900.504	0.098	15.2030
1616563911.513	0.101	15.2220
1616563922.499	0.094	15.2430
1616563933.506	0.099	15.2690
1616563944.507	0.092	15.2860
1616563955.512	0.096	15.3130
1616563966.505	0.099	15.3280
1616563977.504	0.092	15.3530
1616563988.498	0.092	15.3760
1616563999.532	0.118	15.3930
1616564010.506	0.093	15.4160
1616564021.504	0.088	15.4410
1616564032.507	0.095	15.4580
1616564043.497	0.083	15.4820
1616564054.498	0.092	15.5040
1616564065.507	0.094	15.5180
1616564087.504	0.092	15.5590
1616564098.499	0.094	15.5940
1616564109.496	0.090	15.6150
1616564120.505	0.091	15.6250
1616564131.498	0.092	15.6610
1616564142.522	0.109	15.6690
1616564153.528	0.112	15.6950
1616564164.521	0.115	15.7250
1616564175.499	0.083	15.7300
1616564186.516	0.110	15.7650
1616564197.489	0.083	15.7830
1616564208.497	0.085	15.7920
1616564219.491	0.085	15.8340
1616564230.499	0.086	15.8400
1616564241.521	0.107	15.8610
1616564252.491	0.086	15.9010
1616564263.525	0.113	15.8970
1616564274.507	0.095	15.9390
1616564285.490	0.077	15.9540
1616564307.507	0.101	16.0110
1616564318.516	0.102	16.0050
1616564329.514	0.102	16.0370
1616564340.514	0.099	16.0650
1616564351.507	0.101	16.0650
1616564362.491	0.079	16.1110
1616564373.506	0.091	16.1170
1616564384.485	0.078	16.1340
1616564395.507	0.100	16.1780
1616564406.515	0.101	16.1720
1616564417.513	0.097	16.2050
1616564428.506	0.100	16.2330
1616564439.532	0.118	16.2280
1616564450.531	0.114	16.2830
1616564461.507	0.101	16.2800
1616564472.524	0.111	16.3020
1616564483.504	0.092	16.3410
1616564494.523	0.117	16.3310
1616564505.504	0.098	16.3800
1616564527.511	0.097	16.4000
1616564538.509	0.096	16.4440
1616564549.515	0.102	16.4380
1616564560.529	0.114	16.4770
1616564571.513	0.107	16.4920
1616564582.521	0.109	16.5020
1616564593.500	0.094	16.5450
1616564604.513	0.108	16.5410
1616564615.525	0.109	16.5790
1616564626.505	0.092	16.5910
1616564637.517	0.111	16.6010
1616564648.508	0.101	16.6450
1616564659.521	0.115	16.6390
1616564670.509	0.093	16.6780
1616564681.515	0.103	16.6930
1616564692.504	0.091	16.7020
1616564703.515	0.109	16.7420
1616564714.500	0.088	16.7400
1616564725.522	0.107	16.7790
1616564747.521	0.116	16.8020
1616564758.515	0.101	16.8430
1616564769.505	0.089	16.8450
1616564780.504	0.099	16.8700
1616564791.514	0.102	16.8990
1616564802.505	0.090	16.8940
1616564813.490	0.085	16.9460
1616564824.508	0.094	16.9480
1616564835.504	0.092	16.9580
1616564846.516	0.110	17.0040
1616564857.498	0.092	16.9980
1616564868.492	0.078	17.0380
1616564879.498	0.083	17.0500
