time (unix)	dt (s)	room (°C)	stage (°C)
1616497060.885	2.627	26.8526	25.4892
1616497070.883	2.626	26.8499	25.4918
1616497080.885	2.625	26.8502	25.4930
1616497090.882	2.624	26.8456	25.4944
1616497100.883	2.624	26.8484	25.4997
1616497110.884	2.621	26.8550	25.4952
1616497120.883	2.622	26.8518	25.4937
1616497130.885	2.627	26.8467	25.4886
1616497140.872	2.620	26.8453	25.4874
1616497150.882	2.622	26.8402	25.4893
1616497160.871	2.620	26.8362	25.4942
1616497170.886	2.627	26.8405	25.4894
1616497180.883	2.625	26.8521	25.4849
1616497190.886	2.627	26.8444	25.4871
1616497200.877	2.625	26.8386	25.4852
1616497210.872	2.621	26.8320	25.4837
1616497220.885	2.627	26.8190	25.4803
1616497230.871	2.615	26.8236	25.4883
1616497240.874	2.623	26.8342	25.4941
1616497250.885	2.626	26.8338	25.4907
1616497260.883	2.627	26.8437	25.4893
1616497270.884	2.625	26.8556	25.4907
1616497280.884	2.626	26.8644	25.4903
1616497290.878	2.619	26.8514	25.4907
1616497300.884	2.626	26.8506	25.4880
1616497310.885	2.625	26.8491	25.4862
1616497320.886	2.625	26.8480	25.4880
1616497330.885	2.626	26.8549	25.4908
1616497340.884	2.626	26.8645	25.4886
1616497350.887	2.627	26.8735	25.4884
1616497360.873	2.622	26.8825	25.4878
1616497370.886	2.628	26.8813	25.4874
1616497380.874	2.622	26.8668	25.4864
1616497390.884	2.626	26.8567	25.4857
1616497400.885	2.627	26.8490	25.4878
1616497410.882	2.623	26.8459	25.4925
1616497420.888	2.627	26.8502	25.4906
1616497430.871	2.621	26.8446	25.4920
1616497440.882	2.620	26.8456	25.4956
1616497450.874	2.622	26.8417	25.4919
1616497460.886	2.627	26.8483	25.4906
1616497470.878	2.627	26.8598	25.4927
1616497480.881	2.622	26.8551	25.4976
1616497490.873	2.623	26.8482	25.4950
1616497500.883	2.626	26.8470	25.4908
1616497510.893	2.633	26.8611	25.4884
1616497520.884	2.627	26.8640	25.4898
1616497530.882	2.625	26.8515	25.4948
1616497540.884	2.625	26.8364	25.4938
1616497550.886	2.625	26.8329	25.4893
1616497560.885	2.625	26.8533	25.4904
1616497570.883	2.626	26.8555	25.4901
1616497580.877	2.620	26.8499	25.4884
1616497590.884	2.625	26.8392	25.4909
1616497600.880	2.620	26.8369	25.4887
1616497610.874	2.622	26.8345	25.4884
1616497620.882	2.623	26.8356	25.4890
1616497630.885	2.626	26.8361	25.4870
1616497640.884	2.626	26.8326	25.4893
1616497650.885	2.628	26.8267	25.4945
1616497660.875	2.623	26.8269	25.4946
1616497670.873	2.621	26.8147	25.4899
1616497680.885	2.627	26.8250	25.4863
1616497690.884	2.626	26.8364	25.4844
1616497700.886	2.626	26.8350	25.4844
1616497710.884	2.627	26.8342	25.4835
1616497720.884	2.626	26.8352	25.4835
1616497730.893	2.632	26.8370	25.4836
1616497740.885	2.628	26.8376	25.4860
1616497750.875	2.623	26.8456	25.4918
1616497760.881	2.630	26.8515	25.4902
1616497770.882	2.622	26.8487	25.4877
1616497780.877	2.617	26.8347	25.4868
1616497790.884	2.625	26.8257	25.4918
1616497800.884	2.626	26.8277	25.4900
1616497810.886	2.628	26.8217	25.4891
1616497820.880	2.627	26.8139	25.4884
1616497830.882	2.622	26.8069	25.4906
1616497840.882	2.623	26.8031	25.4908
1616497850.883	2.622	26.8090	25.4905
1616497860.885	2.626	26.8176	25.4900
1616497870.886	2.627	26.8224	25.4934
1616497880.879	2.627	26.8253	25.4895
1616497890.876	2.620	26.8295	25.4871
1616497900.886	2.628	26.8366	25.4907
1616497910.872	2.622	26.8310	25.4893
1616497920.883	2.623	26.8332	25.4840
1616497930.886	2.627	26.8281	25.4837
1616497940.875	2.623	26.8311	25.4810
1616497950.883	2.627	26.8389	25.4829
1616497960.886	2.627	26.8504	25.4839
1616497970.873	2.621	26.8513	25.4835
1616497980.895	2.633	26.8608	25.4818
1616497990.884	2.626	26.8667	25.4834
1616498000.885	2.627	26.8522	25.4842
1616498010.885	2.627	26.8640	25.4857
1616498020.876	2.620	26.8665	25.4883
1616498030.885	2.627	26.8777	25.4883
1616498040.885	2.627	26.8743	25.4874
1616498050.885	2.627	26.8662	25.4872
1616498060.872	2.621	26.8542	25.4863
1616498070.883	2.623	26.8502	25.4839
1616498080.884	2.622	26.8433	25.4863
1616498090.885	2.627	26.8527	25.4842
1616498100.886	2.627	26.8433	25.4848
1616498110.875	2.623	26.8372	25.4880
1616498120.870	2.619	26.8238	25.4940
1616498130.873	2.622	26.8182	25.4895
1616498140.885	2.626	26.8185	25.4868
1616498150.893	2.633	26.8261	25.4845
1616498160.886	2.627	26.8309	25.4843
1616498170.877	2.621	26.8235	25.4843
1616498180.886	2.627	26.8047	25.4860
1616498190.872	2.621	26.8132	25.4852
1616498200.884	2.621	26.8071	25.4857
1616498210.874	2.623	26.7986	25.4845
1616498220.886	2.628	26.8162	25.4848
1616498230.871	2.621	26.8325	25.4856
1616498240.884	2.622	26.8279	25.4869
1616498250.883	2.627	26.8225	25.4928
1616498260.885	2.627	26.8182	25.4912
1616498270.883	2.624	26.8176	25.4902
1616498280.883	2.623	26.8200	25.4900
1616498290.887	2.623	26.8172	25.4884
1616498300.884	2.627	26.8133	25.4884
1616498310.885	2.627	26.8156	25.4895
1616498320.874	2.622	26.8055	25.4946
1616498330.882	2.623	26.8114	25.4916
1616498340.882	2.623	26.8213	25.4880
1616498350.883	2.625	26.8244	25.4870
1616498360.883	2.622	26.8209	25.4838
1616498370.883	2.623	26.8180	25.4844
1616498380.892	2.632	26.8113	25.4857
1616498390.886	2.626	26.8086	25.4920
1616498400.886	2.627	26.8193	25.4949
1616498410.881	2.629	26.8230	25.4884
1616498420.882	2.622	26.8088	25.4870
1616498430.886	2.623	26.8139	25.4853
1616498440.884	2.626	26.8178	25.4850
1616498450.884	2.627	26.8132	25.4828
1616498460.886	2.627	26.8186	25.4820
1616498470.875	2.623	26.8321	25.4822
1616498480.872	2.622	26.8386	25.4827
1616498490.884	2.623	26.8361	25.4838
1616498500.884	2.626	26.8286	25.4849
1616498510.886	2.627	26.8241	25.4869
1616498520.873	2.621	26.8150	25.4862
1616498530.884	2.626	26.8093	25.4859
1616498540.882	2.622	26.8049	25.4846
1616498550.874	2.622	26.8026	25.4856
1616498560.884	2.625	26.8136	25.4880
1616498570.884	2.626	26.8153	25.4862
1616498580.884	2.626	26.8114	25.4872
1616498590.885	2.626	26.8037	25.4869
1616498600.885	2.627	26.8062	25.4866
1616498610.875	2.619	26.7993	25.4907
1616498620.885	2.623	26.7876	25.4868
1616498630.884	2.623	26.7730	25.4845
1616498640.885	2.627	26.7730	25.4854
1616498650.875	2.623	26.7751	25.4815
1616498660.873	2.622	26.7798	25.4805
1616498670.885	2.627	26.7873	25.4826
1616498680.876	2.620	26.7935	25.4820
1616498690.886	2.626	26.8023	25.4898
1616498700.883	2.623	26.8135	25.4874
1616498710.883	2.624	26.8217	25.4923
1616498720.883	2.626	26.8197	25.4879
1616498730.878	2.618	26.8145	25.4889
1616498740.885	2.627	26.8237	25.4933
1616498750.874	2.623	26.8212	25.4894
1616498760.873	2.621	26.8143	25.4870
1616498770.883	2.623	26.8085	25.4831
1616498780.887	2.627	26.8098	25.4806
1616498790.874	2.622	26.8107	25.4779
1616498800.879	2.622	26.8086	25.4779
1616498810.870	2.620	26.8042	25.4791
1616498820.882	2.623	26.8104	25.4806
1616498830.883	2.623	26.8141	25.4904
1616498840.893	2.633	26.8123	25.4871
1616498850.884	2.625	26.8099	25.4857
1616498860.884	2.626	26.8093	25.4817
1616498870.892	2.634	26.8023	25.4807
1616498880.881	2.624	26.7862	25.4793
1616498890.873	2.621	26.7908	25.4832
1616498900.886	2.628	26.7925	25.4843
1616498910.871	2.621	26.8020	25.4832
1616498920.886	2.623	26.8057	25.4830
1616498930.883	2.626	26.7857	25.4822
1616498940.885	2.627	26.7828	25.4817
1616498950.873	2.622	26.7783	25.4840
1616498960.884	2.624	26.7849	25.4829
1616498970.886	2.628	26.7836	25.4830
1616498980.874	2.622	26.7785	25.4818
1616498990.886	2.627	26.7886	25.4803
1616499000.885	2.628	26.7905	25.4787
1616499010.885	2.627	26.7993	25.4817
1616499020.882	2.623	26.8080	25.4878
1616499030.885	2.626	26.8001	25.4857
1616499040.884	2.626	26.7918	25.4834
1616499050.883	2.626	26.7884	25.4795
1616499060.883	2.623	26.7873	25.4808
1616499070.883	2.625	26.7975	25.4832
1616499080.883	2.625	26.7938	25.4826
1616499090.887	2.626	26.7770	25.4827
1616499100.874	2.622	26.7798	25.4801
1616499110.885	2.626	26.7796	25.4809
1616499120.883	2.625	26.7767	25.4791
1616499130.885	2.621	26.7736	25.4850
1616499140.885	2.626	26.7680	25.4817
1616499150.886	2.627	26.7650	25.4806
1616499160.872	2.622	26.7743	25.4821
1616499170.886	2.627	26.7802	25.4821
1616499180.873	2.622	26.7779	25.4828
1616499190.884	2.626	26.7729	25.4820
1616499200.885	2.627	26.7568	25.4858
1616499210.884	2.626	26.7489	25.4856
1616499220.886	2.627	26.7595	25.4839
1616499230.883	2.627	26.7754	25.4848
1616499240.885	2.626	26.7730	25.4844
1616499250.882	2.622	26.7611	25.4823
1616499260.885	2.623	26.7678	25.4840
1616499270.892	2.631	26.7627	25.4820
1616499280.885	2.625	26.7654	25.4813
1616499290.885	2.626	26.7684	25.4810
1616499300.884	2.624	26.7755	25.4798
1616499310.885	2.622	26.7747	25.4804
1616499320.892	2.633	26.7743	25.4884
1616499330.884	2.627	26.7677	25.4913
1616499340.885	2.627	26.7591	25.4945
1616499350.887	2.627	26.7603	25.4905
1616499360.868	2.619	26.7652	25.4864
1616499370.869	2.620	26.7708	25.4899
1616499380.881	2.620	26.7693	25.4865
1616499390.871	2.621	26.7825	25.4836
1616499400.885	2.627	26.7973	25.4812
1616499410.877	2.620	26.8001	25.4812
1616499420.882	2.624	26.7982	25.4813
1616499430.885	2.626	26.8036	25.4786
1616499440.876	2.620	26.8133	25.4789
1616499450.886	2.627	26.8046	25.4779
1616499460.883	2.627	26.8011	25.4805
1616499470.885	2.627	26.7917	25.4880
1616499480.884	2.626	26.7914	25.4848
1616499490.894	2.633	26.7760	25.4838
1616499500.885	2.626	26.7651	25.4824
1616499510.875	2.617	26.7470	25.4812
1616499520.886	2.626	26.7424	25.4813
1616499530.884	2.626	26.7553	25.4802
1616499540.886	2.626	26.7639	25.4789
1616499550.884	2.626	26.7639	25.4821
1616499560.886	2.628	26.7654	25.4820
1616499570.869	2.619	26.7650	25.4811
1616499580.880	2.627	26.7541	25.4820
1616499590.884	2.626	26.7373	25.4879
1616499600.892	2.632	26.7329	25.4856
1616499610.883	2.621	26.7357	25.4871
1616499620.874	2.621	26.7399	25.4860
1616499630.883	2.623	26.7389	25.4830
1616499640.883	2.621	26.7325	25.4798
1616499650.882	2.622	26.7377	25.4787
1616499660.885	2.625	26.7550	25.4783
1616499670.883	2.623	26.7538	25.4799
1616499680.885	2.626	26.7504	25.4822
1616499690.887	2.626	26.7489	25.4807
1616499700.883	2.627	26.7554	25.4809
1616499710.884	2.626	26.7587	25.4792
1616499720.883	2.623	26.7598	25.4797
1616499730.876	2.618	26.7588	25.4815
1616499740.885	2.627	26.7464	25.4841
1616499750.885	2.626	26.7437	25.4903
1616499760.885	2.628	26.7445	25.4866
1616499770.885	2.628	26.7546	25.4855
1616499780.884	2.626	26.7620	25.4822
1616499790.885	2.627	26.7717	25.4825
1616499800.881	2.625	26.7695	25.4836
1616499810.885	2.626	26.7739	25.4813
1616499820.875	2.619	26.7703	25.4801
1616499830.884	2.624	26.7661	25.4818
1616499840.884	2.627	26.7690	25.4822
1616499850.885	2.627	26.7639	25.4806
1616499860.884	2.626	26.7561	25.4825
1616499870.883	2.622	26.7501	25.4844
1616499880.883	2.622	26.7357	25.4822
1616499890.886	2.627	26.7256	25.4910
1616499900.872	2.621	26.7195	25.4938
1616499910.885	2.627	26.7270	25.4908
1616499920.883	2.626	26.7393	25.4887
1616499930.882	2.626	26.7410	25.4860
1616499940.886	2.623	26.7325	25.4825
1616499950.872	2.616	26.7299	25.4856
1616499960.868	2.617	26.7367	25.4832
1616499970.870	2.620	26.7500	25.4797
1616499980.884	2.623	26.7574	25.4832
1616499990.884	2.625	26.7721	25.4774
1616500000.883	2.625	26.7749	25.4790
1616500010.884	2.625	26.7812	25.4774
1616500020.884	2.621	26.7795	25.4766
1616500030.887	2.626	26.7632	25.4758
1616500040.876	2.617	26.7609	25.4809
1616500050.880	2.620	26.7581	25.4789
1616500060.874	2.621	26.7533	25.4778
1616500070.885	2.627	26.7499	25.4823
1616500080.884	2.626	26.7466	25.4797
1616500090.884	2.625	26.7454	25.4772
1616500100.874	2.618	26.7451	25.4787
1616500110.882	2.626	26.7549	25.4779
1616500120.884	2.625	26.7579	25.4767
1616500130.883	2.625	26.7590	25.4766
1616500140.885	2.626	26.7539	25.4756
1616500150.884	2.627	26.7541	25.4749
1616500160.876	2.620	26.7485	25.4762
1616500170.875	2.619	26.7477	25.4822
1616500180.885	2.621	26.7474	25.4830
1616500190.883	2.624	26.7560	25.4793
1616500200.882	2.623	26.7495	25.4779
1616500210.882	2.621	26.7504	25.4797
1616500220.872	2.621	26.7505	25.4803
1616500230.882	2.621	26.7491	25.4791
1616500240.875	2.623	26.7507	25.4865
1616500250.870	2.619	26.7534	25.4849
1616500260.872	2.620	26.7611	25.4837
1616500270.895	2.632	26.7554	25.4826
1616500280.881	2.625	26.7408	25.4891
1616500290.885	2.626	26.7374	25.4856
1616500300.883	2.623	26.7387	25.4846
1616500310.885	2.626	26.7343	25.4838
1616500320.883	2.625	26.7303	25.4821
1616500330.885	2.627	26.7260	25.4882
1616500340.881	2.624	26.7245	25.4850
1616500350.882	2.625	26.7143	25.4915
1616500360.886	2.627	26.7119	25.4845
1616500370.869	2.619	26.7111	25.4835
1616500380.874	2.621	26.7184	25.4791
1616500390.882	2.622	26.7213	25.4794
1616500400.883	2.623	26.7163	25.4788
1616500410.875	2.619	26.7168	25.4842
1616500420.881	2.621	26.7195	25.4798
1616500430.873	2.622	26.7263	25.4738
1616500440.883	2.625	26.7138	25.4755
1616500450.883	2.625	26.7061	25.4745
1616500460.882	2.623	26.7147	25.4812
1616500470.880	2.620	26.7222	25.4789
1616500480.872	2.620	26.7279	25.4784
1616500490.883	2.623	26.7197	25.4765
1616500500.884	2.624	26.7226	25.4831
1616500510.883	2.625	26.7263	25.4802
1616500520.888	2.626	26.7188	25.4770
1616500530.871	2.618	26.7082	25.4774
1616500540.869	2.620	26.7008	25.4768
1616500550.883	2.624	26.7064	25.4783
1616500560.881	2.620	26.6990	25.4777
1616500570.874	2.622	26.6993	25.4791
1616500580.883	2.625	26.7016	25.4788
1616500590.873	2.616	26.7119	25.4765
1616500600.884	2.625	26.7061	25.4768
1616500610.879	2.622	26.7086	25.4783
1616500620.872	2.620	26.7271	25.4787
1616500630.883	2.625	26.7234	25.4794
1616500640.875	2.617	26.7209	25.4792
1616500650.881	2.621	26.7169	25.4788
1616500660.872	2.621	26.7227	25.4842
1616500670.881	2.625	26.7188	25.4820
1616500680.884	2.625	26.7223	25.4804
1616500690.884	2.623	26.7151	25.4867
1616500700.881	2.625	26.7047	25.4853
1616500710.885	2.626	26.7095	25.4811
1616500720.883	2.624	26.7084	25.4804
1616500730.886	2.626	26.7044	25.4848
1616500740.884	2.625	26.6951	25.4845
1616500750.883	2.623	26.7072	25.4894
1616500760.884	2.625	26.7178	25.4839
1616500770.877	2.619	26.6958	25.4791
1616500780.882	2.625	26.6982	25.4783
1616500790.883	2.625	26.6935	25.4757
1616500800.884	2.622	26.6981	25.4754
1616500810.883	2.623	26.6963	25.4738
1616500820.883	2.624	26.7066	25.4723
1616500830.872	2.615	26.7207	25.4783
1616500840.868	2.618	26.7146	25.4773
1616500850.870	2.621	26.7128	25.4832
1616500860.884	2.626	26.6913	25.4819
1616500870.877	2.619	26.6856	25.4768
1616500880.884	2.625	26.6939	25.4755
1616500890.884	2.623	26.6870	25.4759
1616500900.883	2.626	26.6749	25.4767
1616500910.875	2.615	26.6644	25.4756
1616500920.885	2.626	26.6719	25.4755
1616500930.878	2.619	26.6919	25.4773
1616500940.869	2.619	26.6944	25.4751
1616500950.883	2.622	26.6838	25.4744
1616500960.882	2.625	26.6826	25.4727
1616500970.875	2.617	26.6830	25.4777
1616500980.885	2.628	26.6876	25.4792
1616500990.874	2.622	26.6837	25.4776
1616501000.880	2.621	26.6728	25.4817
1616501010.875	2.622	26.6599	25.4809
1616501020.874	2.622	26.6662	25.4764
1616501030.871	2.615	26.6769	25.4762
1616501040.880	2.628	26.6770	25.4748
1616501050.883	2.623	26.6787	25.4733
1616501060.876	2.618	26.6777	25.4820
1616501070.884	2.623	26.6707	25.4796
1616501080.884	2.625	26.6751	25.4748
1616501090.873	2.617	26.6820	25.4744
1616501100.884	2.622	26.6890	25.4741
1616501110.876	2.620	26.6870	25.4741
1616501120.883	2.625	26.6839	25.4730
1616501130.884	2.622	26.6865	25.4730
1616501140.886	2.627	26.6789	25.4720
1616501150.872	2.620	26.6726	25.4720
1616501160.885	2.627	26.6822	25.4732
1616501170.886	2.628	26.6867	25.4728
1616501180.868	2.619	26.6907	25.4704
1616501190.875	2.623	26.6816	25.4750
1616501200.872	2.621	26.6724	25.4731
1616501210.885	2.626	26.6667	25.4762
1616501220.883	2.625	26.6695	25.4758
1616501230.886	2.622	26.6723	25.4744
1616501240.887	2.626	26.6692	25.4749
1616501250.875	2.622	26.6704	25.4746
1616501260.876	2.620	26.6689	25.4755
1616501270.883	2.625	26.6691	25.4746
1616501280.886	2.626	26.6654	25.4767
1616501290.886	2.627	26.6745	25.4774
1616501300.878	2.626	26.6799	25.4777
1616501310.884	2.623	26.6861	25.4770
1616501320.882	2.621	26.6885	25.4767
1616501330.872	2.620	26.6896	25.4750
1616501340.884	2.623	26.6963	25.4752
1616501350.885	2.622	26.6963	25.4747
1616501360.883	2.626	26.7142	25.4745
1616501370.881	2.621	26.7038	25.4734
1616501380.873	2.623	26.6924	25.4754
1616501390.882	2.625	26.6942	25.4745
1616501400.883	2.626	26.6941	25.4760
1616501410.885	2.622	26.7013	25.4822
1616501420.884	2.626	26.7100	25.4754
1616501430.884	2.627	26.7176	25.4795
1616501440.881	2.620	26.7202	25.4862
1616501450.871	2.620	26.6958	25.4806
1616501460.885	2.627	26.6838	25.4767
1616501470.885	2.628	26.6767	25.4761
1616501480.875	2.618	26.6780	25.4836
1616501490.883	2.623	26.6757	25.4797
1616501500.884	2.626	26.6718	25.4756
1616501510.886	2.625	26.6615	25.4736
1616501520.884	2.625	26.6648	25.4801
1616501530.885	2.624	26.6867	25.4781
1616501540.882	2.620	26.6920	25.4775
1616501550.869	2.619	26.6867	25.4756
1616501560.881	2.621	26.6769	25.4713
1616501570.870	2.619	26.6750	25.4701
1616501580.883	2.622	26.6670	25.4710
1616501590.882	2.623	26.6732	25.4698
1616501600.882	2.625	26.6927	25.4764
1616501610.883	2.623	26.6816	25.4786
1616501620.882	2.623	26.6870	25.4744
1616501630.870	2.619	26.6805	25.4823
1616501640.876	2.615	26.6857	25.4784
1616501650.877	2.620	26.6854	25.4771
1616501660.883	2.625	26.6901	25.4806
1616501670.886	2.624	26.6773	25.4798
1616501680.884	2.625	26.6752	25.4751
1616501690.884	2.621	26.6775	25.4751
1616501700.885	2.625	26.6873	25.4754
1616501710.883	2.626	26.6843	25.4742
1616501720.887	2.624	26.6915	25.4732
1616501730.882	2.624	26.6844	25.4724
1616501740.882	2.625	26.6843	25.4739
1616501750.890	2.628	26.6888	25.4717
1616501760.870	2.618	26.6831	25.4782
1616501770.872	2.622	26.6720	25.4786
1616501780.882	2.624	26.6729	25.4764
1616501790.883	2.623	26.6710	25.4803
1616501800.882	2.626	26.6698	25.4787
1616501810.883	2.624	26.6735	25.4769
1616501820.886	2.627	26.6741	25.4732
1616501830.874	2.623	26.6807	25.4722
1616501840.870	2.620	26.6674	25.4705
1616501850.884	2.627	26.6665	25.4693
1616501860.877	2.620	26.6697	25.4699
1616501870.876	2.618	26.6767	25.4706
1616501880.884	2.623	26.6769	25.4717
1616501890.875	2.619	26.6757	25.4722
1616501900.883	2.623	26.6698	25.4738
1616501910.877	2.619	26.6865	25.4725
1616501920.876	2.620	26.6818	25.4748
1616501930.874	2.618	26.6843	25.4802
1616501940.884	2.626	26.6884	25.4843
1616501950.876	2.619	26.6886	25.4828
1616501960.875	2.618	26.6901	25.4817
1616501970.874	2.618	26.6895	25.4759
1616501980.875	2.619	26.6842	25.4736
1616501990.874	2.618	26.6807	25.4738
1616502000.886	2.625	26.6766	25.4735
1616502010.884	2.625	26.6779	25.4725
1616502020.886	2.624	26.6777	25.4703
1616502030.877	2.617	26.6857	25.4721
1616502040.876	2.619	26.6821	25.4699
1616502050.876	2.618	26.6740	25.4711
1616502060.875	2.616	26.6737	25.4783
1616502070.877	2.619	26.6699	25.4787
1616502080.875	2.618	26.6713	25.4744
1616502090.878	2.620	26.6744	25.4720
1616502100.872	2.622	26.6617	25.4707
1616502110.883	2.623	26.6657	25.4685
1616502120.876	2.617	26.6710	25.4678
1616502130.878	2.620	26.6699	25.4727
1616502140.886	2.636	26.6740	25.4732
1616502150.883	2.624	26.6808	25.4736
1616502160.885	2.628	26.6754	25.4725
1616502170.878	2.627	26.6679	25.4719
1616502180.881	2.622	26.6724	25.4725
1616502190.873	2.622	26.6675	25.4749
1616502200.884	2.627	26.6625	25.4747
1616502210.885	2.627	26.6546	25.4750
1616502220.882	2.625	26.6506	25.4752
1616502230.886	2.627	26.6689	25.4764
1616502240.872	2.622	26.6637	25.4780
1616502250.892	2.632	26.6490	25.4836
1616502260.884	2.623	26.6419	25.4842
1616502270.886	2.623	26.6347	25.4867
1616502280.884	2.626	26.6218	25.4844
1616502290.882	2.622	26.6260	25.4789
1616502300.874	2.622	26.6292	25.4759
1616502310.883	2.624	26.6321	25.4727
1616502320.885	2.626	26.6368	25.4696
1616502330.883	2.625	26.6479	25.4698
1616502340.891	2.632	26.6583	25.4698
1616502350.885	2.623	26.6610	25.4706
1616502360.881	2.625	26.6618	25.4774
1616502370.884	2.624	26.6654	25.4746
1616502380.888	2.625	26.6728	25.4728
1616502390.873	2.623	26.6794	25.4713
1616502400.883	2.626	26.6782	25.4709
1616502410.892	2.633	26.6763	25.4722
1616502420.885	2.627	26.6848	25.4752
1616502430.883	2.626	26.6736	25.4738
1616502440.882	2.622	26.6670	25.4734
1616502450.884	2.622	26.6605	25.4712
1616502460.885	2.626	26.6547	25.4701
1616502470.887	2.627	26.6456	25.4751
1616502480.878	2.626	26.6449	25.4744
1616502490.874	2.622	26.6428	25.4758
1616502500.886	2.628	26.6335	25.4719
1616502510.874	2.623	26.6291	25.4715
1616502520.878	2.619	26.6381	25.4708
1616502530.873	2.622	26.6422	25.4708
1616502540.886	2.625	26.6465	25.4707
1616502550.884	2.626	26.6484	25.4693
1616502560.885	2.628	26.6430	25.4717
1616502570.875	2.623	26.6491	25.4724
1616502580.871	2.620	26.6508	25.4730
1616502590.886	2.626	26.6462	25.4722
1616502600.873	2.622	26.6495	25.4688
